00:24:6C:26:87:**,00:24:6C:26:89:**,00:24:6C:26:8B:**,00:24:6C:2D:17:**,00:24:6C:2D:1A:**,04:92:26:53:B7:**,08:36:C9:8E:F4:**,30:87:D9:31:54:**,30:87:D9:31:55:**,30:87:D9:31:59:**,30:87:D9:31:5B:**,30:87:D9:31:5C:**,30:87:D9:31:61:**,30:87:D9:31:72:**,30:87:D9:31:76:**,30:87:D9:31:77:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:7E:**,30:87:D9:31:7F:**,30:87:D9:31:81:**,30:87:D9:31:82:**,30:87:D9:31:89:**,30:87:D9:31:95:**,30:87:D9:31:97:**,30:87:D9:31:99:**,30:87:D9:31:9A:**,30:87:D9:31:F0:**,30:87:D9:31:FC:**,30:87:D9:32:06:**,30:87:D9:32:38:**,30:87:D9:71:54:**,30:87:D9:71:55:**,30:87:D9:71:58:**,30:87:D9:71:59:**,30:87:D9:71:5B:**,30:87:D9:71:5C:**,30:87:D9:71:61:**,30:87:D9:71:72:**,30:87:D9:71:76:**,30:87:D9:71:77:**,30:87:D9:71:7C:**,30:87:D9:71:7D:**,30:87:D9:71:7E:**,30:87:D9:71:7F:**,30:87:D9:71:81:**,30:87:D9:71:82:**,30:87:D9:71:89:**,30:87:D9:71:95:**,30:87:D9:71:97:**,30:87:D9:71:99:**,30:87:D9:71:9A:**,30:87:D9:71:F0:**,30:87:D9:71:FC:**,30:87:D9:72:06:**,30:87:D9:72:38:**,30:87:D9:B1:54:**,30:87:D9:B1:55:**,30:87:D9:B1:59:**,30:87:D9:B1:5B:**,30:87:D9:B1:5C:**,30:87:D9:B1:76:**,30:87:D9:B1:77:**,30:87:D9:B1:7C:**,30:87:D9:B1:7D:**,30:87:D9:B1:7E:**,30:87:D9:B1:7F:**,30:87:D9:B1:81:**,30:87:D9:B1:82:**,30:87:D9:B1:89:**,30:87:D9:B1:95:**,30:87:D9:B1:97:**,30:87:D9:B1:99:**,30:87:D9:B1:9A:**,30:87:D9:B1:F0:**,30:87:D9:B1:FC:**,30:87:D9:B2:06:**,30:87:D9:B2:38:**,30:87:D9:F1:54:**,30:87:D9:F1:55:**,30:87:D9:F1:59:**,30:87:D9:F1:5B:**,30:87:D9:F1:76:**,30:87:D9:F1:77:**,30:87:D9:F1:7C:**,30:87:D9:F1:7D:**,30:87:D9:F1:7E:**,30:87:D9:F1:7F:**,30:87:D9:F1:81:**,30:87:D9:F1:82:**,30:87:D9:F1:89:**,30:87:D9:F1:95:**,30:87:D9:F1:97:**,30:87:D9:F1:99:**,30:87:D9:F1:9A:**,30:87:D9:F1:F0:**,30:87:D9:F1:FC:**,30:87:D9:F2:06:**,30:87:D9:F2:38:**,34:97:F6:6B:EB:**,78:32:1B:CC:37:**,78:D2:94:7F:EB:**,A8:5E:45:1B:B8:**,B0:6E:BF:3B:A8:**,E4:F0:42:E0:FB:**,timestamp,x,z
-100,-100.0,-79.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100,-61.0,-81.0,-100,-100,-100,-79,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-46,-100.0,-100,-61.0,-100.0,-100,-100,-100,-78,-100,-79.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-78,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467281,1.1199074,20.3787079
-79,-100.0,-79.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100,-100.0,-100.0,-100,-77,-75,-80,-100,-67.0,-100.0,-100.0,-100.0,-100.0,-63,-77.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-74,-100.0,-100,-100.0,-100.0,-100,-100,-77,-78,-100,-63.0,-45,-100,-100,-79.0,-66,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100,-100,-76,-78,-100,-68.0,-100.0,-100.0,-100,-77.0,-65,-76.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100,-100,-77,-80,-100,-66.0,-100.0,-100.0,-81,-100.0,-63,-77.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467282,1.1356125,20.3478985
-100,-100.0,-72.0,-100.0,-56,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100,-100.0,-100.0,-100,-80,-100,-76,-100,-63.0,-100.0,-100.0,-76.0,-100.0,-65,-68.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-67,-100.0,-100,-100.0,-100.0,-100,-79,-100,-73,-100,-63.0,-45,-100,-78,-100.0,-64,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-100.0,-100.0,-100,-79,-100,-76,-100,-63.0,-100.0,-100.0,-78,-100.0,-64,-76.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-78,-100,-76,-100,-63.0,-100.0,-100.0,-78,-100.0,-65,-75.0,-100,-100.0,-100.0,-100.0,-81.0,-100.0,1662467283,1.1300354,20.3325481
-100,-100.0,-79.0,-100.0,-58,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69,-100.0,-100,-100.0,-100.0,-100,-79,-76,-74,-100,-63.0,-100.0,-100.0,-100.0,-100.0,-60,-77.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-76,-100.0,-100,-100.0,-100.0,-100,-100,-77,-71,-100,-64.0,-45,-100,-100,-79.0,-61,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,-100,-100,-78,-74,-100,-61.0,-100.0,-100.0,-100,-77.0,-59,-75.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100,-100,-80,-74,-100,-64.0,-100.0,-100.0,-81,-100.0,-60,-75.0,-78,-100.0,-100.0,-100.0,-77.0,-100.0,1662467284,1.130352,20.3289394
-100,-100.0,-79.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100,-62.0,-100.0,-100,-100,-100,-68,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-46,-100.0,-100,-61.0,-100.0,-100,-100,-100,-68,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-65,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-100.0,-60.0,-100.0,-100,-100,-100,-68,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467285,1.1300011,20.3335285
-100,-100.0,-77.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100,-63.0,-100.0,-100,-100,-100,-74,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-47,-100.0,-100,-62.0,-100.0,-100,-100,-100,-75,-100,-79.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-62.0,-100.0,-100,-100,-100,-74,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-62.0,-100.0,-100,-100,-100,-74,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467286,1.1273212,20.3344765
-100,-100.0,-68.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100,-100.0,-100.0,-73,-81,-100,-80,-81,-74.0,-100.0,-100.0,-100.0,-69.0,-73,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-60,-100.0,-100,-100.0,-100.0,-76,-100,-100,-79,-100,-73.0,-45,-100,-100,-69.0,-71,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-100.0,-100.0,-72,-74,-100,-79,-100,-73.0,-100.0,-100.0,-79,-74.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-100.0,-100.0,-100.0,-76,-100,-100,-81,-100,-73.0,-100.0,-100.0,-100,-74.0,-72,-100.0,-100,-100.0,-100.0,-100.0,-75.0,-100.0,1662467287,1.1310463,20.3354416
-100,-100.0,-72.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-59.0,-79.0,-100,-100,-100,-78,-100,-78.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-68.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-61.0,-80.0,-100,-100,-100,-79,-100,-78.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-60.0,-78.0,-100,-100,-100,-77,-100,-78.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467288,1.1266308,20.3321018
-100,-100.0,-72.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-58.0,-79.0,-100,-100,-100,-78,-100,-78.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-60.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-60.0,-80.0,-100,-100,-100,-79,-100,-78.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-58.0,-78.0,-100,-100,-100,-77,-100,-78.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467289,1.1344852,20.3344555
-100,-100.0,-75.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-62.0,-80.0,-100,-100,-100,-100,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-62.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-63.0,-80.0,-100,-100,-100,-80,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-62.0,-79.0,-100,-100,-100,-80,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467290,1.1277447,20.336174
-100,-100.0,-76.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100,-71.0,-100.0,-100,-77,-100,-73,-77,-66.0,-100.0,-100.0,-81.0,-73.0,-74,-78.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-55,-100.0,-100,-62.0,-100.0,-100,-81,-100,-78,-77,-75.0,-40,-100,-77,-74.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-69.0,-100.0,-78,-78,-100,-79,-77,-66.0,-100.0,-100.0,-79,-72.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-64.0,-100.0,-100,-77,-100,-77,-76,-76.0,-100.0,-100.0,-100,-72.0,-74,-100.0,-100,-100.0,-100.0,-100.0,-80.0,-100.0,1662467291,1.1304512,20.3333969
-100,-100.0,-74.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100,-100.0,-100.0,-73,-81,-100,-80,-76,-73.0,-100.0,-100.0,-100.0,-77.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-57,-100.0,-100,-100.0,-100.0,-79,-80,-100,-79,-76,-72.0,-45,-100,-100,-74.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-100.0,-100.0,-72,-74,-100,-79,-76,-72.0,-100.0,-100.0,-79,-73.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100.0,-100.0,-78,-100,-100,-100,-79,-73.0,-100.0,-100.0,-100,-74.0,-72,-100.0,-100,-100.0,-100.0,-100.0,-75.0,-100.0,1662467292,1.1300774,20.3316212
-100,-100.0,-74.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-70.0,-100.0,-100,-100,-100,-74,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-69.0,-100.0,-100,-100,-100,-78,-100,-100.0,-40,-100,-100,-80.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-70.0,-100.0,-100,-100,-100,-77,-100,-100.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-70.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467293,1.1289444,20.3331776
-100,-100.0,-77.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-70.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-64.0,-100.0,-100,-100,-100,-79,-100,-100.0,-40,-100,-100,-80.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-63.0,-100.0,-100,-100,-100,-79,-100,-100.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-63.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467294,1.1226254,20.3335323
-100,-100.0,-78.0,-100.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100,-61.0,-100.0,-100,-100,-100,-69,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-44,-100.0,-100,-61.0,-100.0,-100,-100,-100,-67,-100,-76.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100.0,-61.0,-80.0,-100,-100,-100,-67,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-67,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467295,1.1305847,20.3317356
-100,-100.0,-74.0,-100.0,-60,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100,-100.0,-100.0,-100,-72,-100,-75,-100,-62.0,-100.0,-100.0,-79.0,-100.0,-69,-73.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-64,-100.0,-100,-100.0,-100.0,-100,-74,-71,-73,-100,-70.0,-45,-100,-78,-100.0,-61,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-73,-70,-75,-100,-70.0,-100.0,-100.0,-77,-100.0,-68,-75.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100,-79,-73,-77,-100,-70.0,-100.0,-100.0,-78,-100.0,-67,-73.0,-100,-100.0,-100.0,-100.0,-76.0,-100.0,1662467296,1.1345119,20.3335018
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100,-61.0,-100.0,-100,-100,-100,-66,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-48,-100.0,-100,-60.0,-100.0,-100,-100,-100,-67,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-68,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-62.0,-100.0,-100,-100,-100,-66,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467297,1.133667,20.3307114
-76,-100.0,-70.0,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100,-100.0,-100.0,-76,-100,-100,-100,-78,-66.0,-100.0,-100.0,-75.0,-78.0,-71,-80.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-61,-100.0,-100,-100.0,-100.0,-75,-77,-100,-100,-100,-65.0,-45,-100,-100,-100.0,-69,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-76,-76,-100,-100,-80,-67.0,-100.0,-100.0,-75,-100.0,-71,-79.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-77,-77,-100,-100,-100,-64.0,-100.0,-100.0,-74,-78.0,-70,-80.0,-100,-100.0,-100.0,-100.0,-80.0,-100.0,1662467298,1.1283798,20.3360291
-100,-100.0,-71.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100,-68.0,-80.0,-100,-100,-100,-100,-100,-77.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-56,-100.0,-100,-68.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-69.0,-80.0,-100,-100,-100,-100,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-68.0,-79.0,-100,-100,-100,-100,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467299,1.1279373,20.3279057
-100,-100.0,-72.0,-100.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-59.0,-79.0,-100,-100,-100,-78,-100,-76.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-53,-100.0,-100,-60.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-60.0,-81.0,-100,-100,-100,-79,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-59.0,-80.0,-100,-100,-100,-77,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467300,1.1324692,20.3290215
-78,-100.0,-70.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100,-100.0,-100.0,-76,-100,-100,-100,-100,-74.0,-100.0,-100.0,-100.0,-100.0,-72,-81.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-67,-100.0,-100,-100.0,-100.0,-74,-100,-100,-100,-100,-72.0,-45,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-76,-100,-100,-79,-100,-73.0,-100.0,-100.0,-100,-100.0,-71,-100.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-76,-100,-100,-81,-100,-73.0,-100.0,-100.0,-100,-100.0,-70,-80.0,-100,-100.0,-100.0,-100.0,-79.0,-100.0,1662467301,1.1359367,20.332407
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-100,-62.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-46,-100.0,-100,-61.0,-100.0,-100,-100,-100,-67,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-100.0,-60.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-60.0,-100.0,-100,-100,-100,-77,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467302,1.1291218,20.3331356
-100,-100.0,-78.0,-100.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100,-65.0,-100.0,-100,-100,-100,-69,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-49,-100.0,-100,-64.0,-100.0,-100,-100,-100,-78,-100,-76.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100.0,-63.0,-80.0,-100,-100,-100,-68,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100.0,-64.0,-100.0,-100,-100,-100,-68,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467303,1.1389446,20.3332596
-100,-100.0,-71.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72,-100.0,-100,-100.0,-100.0,-100,-78,-75,-66,-100,-60.0,-100.0,-100.0,-100.0,-100.0,-65,-67.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-73,-100.0,-100,-100.0,-100.0,-100,-71,-71,-66,-100,-68.0,-45,-100,-100,-100.0,-64,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-100.0,-100.0,-100.0,-100,-79,-70,-71,-100,-67.0,-100.0,-100.0,-100,-100.0,-65,-66.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-100.0,-100.0,-100.0,-100,-72,-73,-72,-100,-69.0,-100.0,-100.0,-100,-100.0,-65,-67.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467304,1.1309605,20.3322315
-100,-100.0,-74.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100,-100.0,-100.0,-78,-79,-100,-80,-76,-72.0,-100.0,-100.0,-100.0,-77.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-59,-100.0,-100,-100.0,-100.0,-81,-80,-100,-79,-76,-75.0,-45,-100,-100,-77.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-100.0,-100.0,-72,-76,-100,-79,-77,-71.0,-100.0,-100.0,-79,-74.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-100.0,-100.0,-80,-77,-100,-100,-77,-72.0,-100.0,-100.0,-100,-77.0,-72,-100.0,-100,-100.0,-100.0,-100.0,-76.0,-100.0,1662467305,1.1328278,20.3329792
-100,-100.0,-74.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100,-100.0,-100.0,-79,-78,-100,-80,-77,-65.0,-100.0,-100.0,-100.0,-74.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-58,-100.0,-100,-100.0,-100.0,-79,-78,-100,-79,-77,-66.0,-45,-100,-100,-77.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100.0,-100.0,-79,-76,-100,-100,-77,-71.0,-100.0,-100.0,-78,-75.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100.0,-80.0,-78,-77,-100,-100,-77,-72.0,-100.0,-100.0,-79,-74.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467306,1.1326962,20.3303471
-100,-100.0,-72.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-59.0,-79.0,-100,-100,-100,-78,-100,-78.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-53,-100.0,-100,-60.0,-79.0,-100,-100,-100,-80,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-61.0,-80.0,-100,-100,-100,-79,-100,-78.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-60.0,-78.0,-100,-100,-100,-77,-100,-78.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467307,1.139431,20.3333683
